COMPANY_CD,COUNTERPARTY_CD,SEQ_NO,SEC_REF_NO,SEC_CATEGORY,SEC_TYPE,DEAL_TYPE,GUARANTOR_CD,CURRENCY,VARIATION_VALUE,VALUE,VALUE_FLUC,ISS_BANK_CD,ISS_BANK_REF,ADV_BANK_CD,ADV_BANK_REF,CONFIRM_BANK_CD,CONFIRM_BANK_REF,RECEIPT_DT,ISSUE_DT,EXPIRE_DT,RENEW_DT,CANCEL_DT,TENOR,REVIEW_DT,STATUS,REMARKS,FLAG,INORDER_HIST,ENT_BY,ENT_DT,MODIFY_DT,MODIFY_BY,APRV_DT,APRV_BY,SEQ_REV_NO,GX,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SAP_REVERSAL,SAP_REVERSAL_BY,SAP_REVERSAL_DT,PG_REF,CR_DR,TDS_AMT,TDS_STRUCT_CD,LOG_SEQ_NO,LOG_ENT_DT
PPL=SALES',L-2-1-0,6,PPL-S-6,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,28/10/2022 00:00:00,15/10/2022 00:00:00,31/12/2022 00:00:00,null,null,78,null,D,TERM SHEET DATED 07OCT2022 (01 OCT-31 DEC 2022 SUPPLY),null,null,96,28/10/2022 00:00:00,28/10/2022 00:00:00,96,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,28/10/2022 00:00:00
PPL=SALES',L-2-1-0,6,PPL-S-6,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,28/10/2022 00:00:00,15/10/2022 00:00:00,31/12/2022 00:00:00,null,null,78,null,O,TERM SHEET DATED 07OCT2022 (01 OCT-31 DEC 2022 SUPPLY),Y,Y,96,28/10/2022 00:00:00,04/11/2022 00:00:00,96,04/11/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,3,04/11/2022 00:00:00
PPL=SALES',L-2-1-0,6,PPL-S-6,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,28/10/2022 00:00:00,15/10/2022 00:00:00,31/12/2022 00:00:00,null,04/11/2022 00:00:00,78,null,R,TERM SHEET DATED 07OCT2022 (01 OCT-31 DEC 2022 SUPPLY),X,Y,96,28/10/2022 00:00:00,04/11/2022 00:00:00,96,04/11/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,4,04/11/2022 00:00:00
PPL=SALES',L-2-1-0,7,PPL-S-6-V1,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,28/10/2022 00:00:00,04/11/2022 00:00:00,31/12/2022 00:00:00,04/11/2022 00:00:00,null,78,null,A,TERM SHEET DATED 07OCT2022 (01 OCT-31 DEC 2022 SUPPLY),null,Y,96,04/11/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,04/11/2022 00:00:00
PPL=SALES',L-3-1-0,4,PPL-S-4,R,BG,null,null,1,null,394845000,null,null,null,null,null,null,null,29/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,44,22/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/09/2022 00:00:00
PPL=SALES',L-3-1-0,8,PPL-S-6-V1,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,04/11/2022 00:00:00,04/11/2022 00:00:00,25/01/2023 00:00:00,null,null,83,null,O,TERM SHEET DATED 07OCT2022 (10.01-12.31.22 SUPPLY) AMD01,Y,Y,96,04/11/2022 00:00:00,null,null,04/11/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,1,04/11/2022 00:00:00
PPL=SALES',L-3-1-0,8,PPL-S-6-V1,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,04/11/2022 00:00:00,04/11/2022 00:00:00,25/01/2023 00:00:00,null,null,83,null,E,TERM SHEET DATED 07OCT2022 (10.01-12.31.22 SUPPLY) AMD01,N,Y,96,04/11/2022 00:00:00,26/01/2023 00:00:00,null,04/11/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,2,26/01/2023 00:00:00
PPL=SALES',L-4-1-0,5,PPL-S-5,R,BG,null,null,1,null,423954000,null,null,null,null,null,null,null,29/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,44,22/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/09/2022 00:00:00
PPL=SALES',L-4-1-0,9,PPL-S-6-V1,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,04/11/2022 00:00:00,04/11/2022 00:00:00,25/01/2023 00:00:00,null,null,83,null,O,TERM SHEET DATED 07OCT2022 (10.01-12.31.22 SUPPLY) AMD01,Y,Y,96,04/11/2022 00:00:00,null,null,04/11/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,1,04/11/2022 00:00:00
PPL=SALES',L-4-1-0,9,PPL-S-6-V1,R,LC,GAS,null,1,Fixed,398442000,0,Axis Bank Ltd,00240100002231,Standard Chartered Bank ,529114386951-G,null,null,04/11/2022 00:00:00,04/11/2022 00:00:00,25/01/2023 00:00:00,null,null,83,null,E,TERM SHEET DATED 07OCT2022 (10.01-12.31.22 SUPPLY) AMD01,N,Y,96,04/11/2022 00:00:00,26/01/2023 00:00:00,null,04/11/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,2,26/01/2023 00:00:00
PPL=SALES',L-1-1-0,1,PPL-S-1,R,ADV,null,null,1,null,59279000,null,null,null,null,null,null,null,31/08/2022 00:00:00,null,null,null,null,null,null,P,INR 5 92 79 000 for first 7 days and 6 77 48 000 for next 8 days,null,null,44,30/08/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,30/08/2022 00:00:00
PPL=SALES',L-1-1-1,2,PPL-S-2,R,ADV,null,null,1,null,31660000,null,null,null,null,null,null,null,15/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,44,15/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,15/09/2022 00:00:00
PPL=SALES',L-5-1-0,10,PPL-S-10,R,LC,null,null,1,null,166540000,null,null,null,null,null,null,null,07/01/2025 00:00:00,null,null,null,null,null,null,P,null,null,null,227,31/12/2024 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,31/12/2024 00:00:00
YARALTD=SALES',L-1-1-0,1,YARALTD-S-1,R,BG,null,null,1,null,350986700,null,null,null,null,null,null,null,07/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,44,06/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,06/09/2022 00:00:00
YARALTD=SALES',L-1-1-0,1,YARALTD-S-1,R,LC,GAS,null,1,Fixed,352532000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,21/09/2022 00:00:00,20/09/2022 00:00:00,06/11/2022 00:00:00,null,null,48,null,O,TERM SHEET DATED 06 SEPT 2022,Y,Y,44,06/09/2022 00:00:00,23/09/2022 00:00:00,96,23/09/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,2,23/09/2022 00:00:00
YARALTD=SALES',L-1-1-0,1,YARALTD-S-1,R,LC,GAS,null,1,Fixed,352532000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,21/09/2022 00:00:00,20/09/2022 00:00:00,06/11/2022 00:00:00,null,28/10/2022 00:00:00,48,null,R,TERM SHEET DATED 06 SEPT 2022,X,Y,44,06/09/2022 00:00:00,23/09/2022 00:00:00,96,23/09/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,3,28/10/2022 00:00:00
YARALTD=SALES',L-1-1-0,5,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,352532000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,21/09/2022 00:00:00,28/10/2022 00:00:00,06/11/2022 00:00:00,28/10/2022 00:00:00,null,48,null,A,TERM SHEET DATED 06 SEPT 2022,null,Y,96,28/10/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,28/10/2022 00:00:00
YARALTD=SALES',L-2-1-0,2,YARALTD-S-2,R,BG,null,null,1,null,823173000,null,null,null,null,null,null,null,29/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,44,22/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/09/2022 00:00:00
YARALTD=SALES',L-2-1-0,5,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,246543000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,28/10/2022 00:00:00,28/10/2022 00:00:00,31/01/2023 00:00:00,28/10/2022 00:00:00,null,96,null,E,TERM SHEET DATED 07 OCT 2022 (OCT-DEC 2022 SUPPLY),N,Y,96,28/10/2022 00:00:00,01/02/2023 00:00:00,96,28/10/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,4,01/02/2023 00:00:00
YARALTD=SALES',L-2-1-0,5,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,246543000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,28/10/2022 00:00:00,28/10/2022 00:00:00,31/01/2023 00:00:00,28/10/2022 00:00:00,null,96,null,A,TERM SHEET DATED 07 OCT 2022 (OCT-DEC 2022 SUPPLY),null,Y,96,28/10/2022 00:00:00,28/10/2022 00:00:00,96,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,28/10/2022 00:00:00
YARALTD=SALES',L-2-1-0,2,YARALTD-S-2,R,BG,GAS,null,1,Fixed,0,0,Deutsche Bank AG ,DUPLICATE,Standard Chartered Bank ,null,null,null,29/09/2022 00:00:00,28/10/2022 00:00:00,28/10/2022 00:00:00,null,28/10/2022 00:00:00,1,null,C,DUPLICATE ENTRY,X,null,44,22/09/2022 00:00:00,28/10/2022 00:00:00,96,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,28/10/2022 00:00:00
YARALTD=SALES',L-2-1-0,5,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,246543000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,28/10/2022 00:00:00,28/10/2022 00:00:00,31/01/2023 00:00:00,28/10/2022 00:00:00,null,96,null,O,TERM SHEET DATED 07 OCT 2022 (OCT-DEC 2022 SUPPLY),Y,Y,96,28/10/2022 00:00:00,28/10/2022 00:00:00,96,28/10/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,3,28/10/2022 00:00:00
YARALTD=SALES',L-3-1-0,3,YARALTD-S-3,R,BG,null,null,1,null,962716000,null,null,null,null,null,null,null,29/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,44,22/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/09/2022 00:00:00
YARALTD=SALES',L-3-1-0,6,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,246543000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,28/10/2022 00:00:00,28/10/2022 00:00:00,31/01/2023 00:00:00,null,null,96,null,E,TERM SHEET DATED 07 OCT 2022 (OCT-DEC 2022 SUPPLY),N,Y,96,28/10/2022 00:00:00,01/02/2023 00:00:00,null,28/10/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,2,01/02/2023 00:00:00
YARALTD=SALES',L-3-1-0,6,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,246543000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,28/10/2022 00:00:00,28/10/2022 00:00:00,31/01/2023 00:00:00,null,null,96,null,O,TERM SHEET DATED 07 OCT 2022 (OCT-DEC 2022 SUPPLY),Y,Y,96,28/10/2022 00:00:00,null,null,28/10/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,1,28/10/2022 00:00:00
YARALTD=SALES',L-3-1-0,3,YARALTD-S-3,R,BG,GAS,null,1,Fixed,0,0,Deutsche Bank AG ,DUPLICATE,Standard Chartered Bank ,null,null,null,29/09/2022 00:00:00,28/10/2022 00:00:00,28/10/2022 00:00:00,null,28/10/2022 00:00:00,1,null,C,DUPLICATE ENTRY,X,null,44,22/09/2022 00:00:00,28/10/2022 00:00:00,96,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,28/10/2022 00:00:00
YARALTD=SALES',L-4-1-0,4,YARALTD-S-4,R,LC,null,null,1,null,1033537000,null,null,null,null,null,null,null,29/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,44,22/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,22/09/2022 00:00:00
YARALTD=SALES',L-4-1-0,7,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,246543000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,28/10/2022 00:00:00,28/10/2022 00:00:00,31/01/2023 00:00:00,null,null,96,null,E,TERM SHEET DATED 07 OCT 2022 (OCT-DEC 2022 SUPPLY),N,Y,96,28/10/2022 00:00:00,01/02/2023 00:00:00,null,28/10/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,2,01/02/2023 00:00:00
YARALTD=SALES',L-4-1-0,7,YARALTD-S-1-V1,R,LC,GAS,null,1,Fixed,246543000,0,Deutsche Bank AG ,796BGG2202846,Standard Chartered Bank ,529114375749-G,null,null,28/10/2022 00:00:00,28/10/2022 00:00:00,31/01/2023 00:00:00,null,null,96,null,O,TERM SHEET DATED 07 OCT 2022 (OCT-DEC 2022 SUPPLY),Y,Y,96,28/10/2022 00:00:00,null,null,28/10/2022 00:00:00,96,0,K,null,null,null,null,null,null,null,null,null,null,1,28/10/2022 00:00:00
YARALTD=SALES',L-4-1-0,4,YARALTD-S-4,R,LC,GAS,null,1,Fixed,0,0,Deutsche Bank AG ,DUPLICATE,Standard Chartered Bank ,null,null,null,29/09/2022 00:00:00,28/10/2022 00:00:00,28/10/2022 00:00:00,null,28/10/2022 00:00:00,1,null,C,DUPLICATE ENTRY,X,null,44,22/09/2022 00:00:00,28/10/2022 00:00:00,96,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,28/10/2022 00:00:00
INPEROX=SALES',S-1-0-1-0,1,INPEROX-S-1,R,ADV,null,null,1,null,13326000,null,null,null,null,null,null,null,15/09/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,48,13/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,13/09/2022 00:00:00
INPEROX=SALES',S-1-0-2-0,2,INPEROX-S-2,R,ADV,null,null,1,null,2857000,null,null,null,null,null,null,null,10/10/2022 00:00:00,null,null,null,null,null,null,P,Advance to be received for 7 days' supply on a rolling basis,null,null,48,07/10/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,07/10/2022 00:00:00
INPEROX=SALES',S-1-0-2-0,2,INPEROX-S-2,R,ADV,null,null,1,null,3039000,null,null,null,null,null,null,null,10/10/2022 00:00:00,null,null,null,null,null,null,P,Advance to be received for 7 days' supply on a rolling basis,null,null,48,07/10/2022 00:00:00,07/10/2022 00:00:00,48,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,07/10/2022 00:00:00
INPEROX=SALES',S-1-0-3-0,3,INPEROX-S-3,R,LC,GAS,null,1,Fixed,12934000,0,Union Bank of India,78880IGL0005423,null,null,null,null,30/09/2023 00:00:00,08/09/2023 00:00:00,30/04/2024 00:00:00,null,null,236,null,A,SN03 FGSA 05 SEPTEMBER 2022,null,null,48,29/08/2023 00:00:00,02/10/2023 00:00:00,104,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,02/10/2023 00:00:00
INPEROX=SALES',S-1-0-3-0,3,INPEROX-S-3,R,LC,GAS,null,1,Fixed,12934000,0,Union Bank of India,78880IGL0005423,null,null,null,null,30/09/2023 00:00:00,08/09/2023 00:00:00,30/04/2024 00:00:00,null,null,236,null,D,SN03 FGSA 05 SEPTEMBER 2022,null,null,48,29/08/2023 00:00:00,02/10/2023 00:00:00,104,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,02/10/2023 00:00:00
INPEROX=SALES',S-1-0-3-0,3,INPEROX-S-3,R,LC,GAS,null,1,Fixed,12934000,0,Union Bank of India,78880IGL0005423,null,null,null,null,30/09/2023 00:00:00,08/09/2023 00:00:00,30/04/2024 00:00:00,null,02/10/2023 00:00:00,236,null,R,SN03 FGSA 05 SEPTEMBER 2022,X,null,48,29/08/2023 00:00:00,02/10/2023 00:00:00,104,null,null,0,K,null,null,null,null,null,null,null,null,null,null,4,02/10/2023 00:00:00
INPEROX=SALES',S-1-0-3-0,3,INPEROX-S-3,R,LC,null,null,1,null,12934000,null,null,null,null,null,null,null,05/09/2023 00:00:00,null,null,null,null,null,null,P,null,null,null,48,29/08/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/08/2023 00:00:00
RAFECHL=SALES',L-1-1-0,1,RAFECHL-S-1,R,LC,null,null,1,null,2036858828,null,null,null,null,null,null,null,25/10/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,18,29/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/09/2022 00:00:00
RAFECHL=SALES',L-2-1-0,2,RAFECHL-S-2,R,LC,null,null,1,null,2036858828,null,null,null,null,null,null,null,25/10/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,18,29/09/2022 00:00:00,30/09/2022 00:00:00,18,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,30/09/2022 00:00:00
RAFECHL=SALES',L-2-1-0,2,RAFECHL-S-2,R,LC,null,null,1,null,2036858828,null,null,null,null,null,null,null,25/10/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,18,29/09/2022 00:00:00,30/09/2022 00:00:00,18,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,30/09/2022 00:00:00
RAFECHL=SALES',L-2-1-0,2,RAFECHL-S-2,R,LC,null,null,1,null,2036858828,null,null,null,null,null,null,null,25/10/2022 00:00:00,null,null,null,null,null,null,P,null,null,null,18,29/09/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,29/09/2022 00:00:00
RAFECHL=SALES',L-3-1-0,3,RAFECHL-S-3,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,13/01/2025 00:00:00,null,null,null,null,null,null,P,Exceed approval obtained for full supply quantities ,null,null,170,13/01/2025 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,13/01/2025 00:00:00
HINDURV=SALES',L-4-1-0,4,HINDURV-S-4,R,LC,null,null,1,null,409429000,null,null,null,null,null,null,null,07/12/2023 00:00:00,null,null,null,null,null,null,P,Credit exceed till 7 Dec,null,null,18,30/11/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,30/11/2023 00:00:00
HINDURV=SALES',L-1-1-0,1,HINDURV-S-1,R,LC,null,null,1,null,403610000,null,null,null,null,null,null,null,07/03/2023 00:00:00,null,null,null,null,null,null,P,null,null,null,18,28/02/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,28/02/2023 00:00:00
HINDURV=SALES',L-2-1-0,5,GNFC-S-4-V1,R,LC,GAS,null,1,Fixed,512780000,0,Bank of Baroda,1314STI000667223,Standard Chartered Bank ,529114451103-G,null,null,03/03/2023 00:00:00,08/03/2023 00:00:00,30/04/2023 00:00:00,08/03/2023 00:00:00,null,59,null,A,TERM SHEET DD 28 FEBRUARY 2023,null,null,158,08/03/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,08/03/2023 00:00:00
HINDURV=SALES',L-2-1-0,5,GNFC-S-4-V1,R,LC,GAS,null,1,Fixed,512780000,0,Bank of Baroda,1314STI000667223,Standard Chartered Bank ,529114451103-G,null,null,03/03/2023 00:00:00,08/03/2023 00:00:00,30/04/2023 00:00:00,08/03/2023 00:00:00,null,59,null,O,TERM SHEET DD 28 FEBRUARY 2023,Y,Y,158,08/03/2023 00:00:00,08/03/2023 00:00:00,158,08/03/2023 00:00:00,158,0,K,null,null,null,null,null,null,null,null,null,null,2,08/03/2023 00:00:00
HINDURV=SALES',L-2-1-0,2,HINDURV-S-2,R,OA,null,null,1,null,null,null,null,null,null,null,null,null,03/03/2023 00:00:00,null,null,null,null,null,null,P,null,null,null,170,01/03/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,01/03/2023 00:00:00
HINDURV=SALES',L-2-1-0,5,GNFC-S-4-V1,R,LC,GAS,null,1,Fixed,512780000,0,Bank of Baroda,1314STI000667223,Standard Chartered Bank ,529114451103-G,null,null,03/03/2023 00:00:00,08/03/2023 00:00:00,30/04/2023 00:00:00,08/03/2023 00:00:00,null,59,null,E,TERM SHEET DD 28 FEBRUARY 2023,N,Y,158,08/03/2023 00:00:00,01/05/2023 00:00:00,158,08/03/2023 00:00:00,158,0,K,null,null,null,null,null,null,null,null,null,null,3,01/05/2023 00:00:00
HINDURV=SALES',L-3-1-0,3,HINDURV-S-3,R,LC,null,null,1,null,229637681,null,null,null,null,null,null,null,05/04/2023 00:00:00,null,null,null,null,null,null,P,null,null,null,48,31/03/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,31/03/2023 00:00:00
HINDURV=SALES',L-3-1-0,3,HINDURV-S-3,R,LC,GAS,null,1,Fixed,229637681,0,State Bank of India,0480323LC0000051,Standard Chartered Bank ,529114471939-G,null,null,18/04/2023 00:00:00,17/04/2023 00:00:00,25/05/2023 00:00:00,null,null,39,null,A,TERM SHEET DD 31 MARCH 2023 (PEND4AMD),null,null,48,31/03/2023 00:00:00,21/04/2023 00:00:00,104,null,null,0,K,null,null,null,null,null,null,null,null,null,null,2,21/04/2023 00:00:00
HINDURV=SALES',L-3-1-0,3,HINDURV-S-3,R,LC,GAS,null,1,Fixed,229637681,0,State Bank of India,0480323LC0000051,Standard Chartered Bank ,529114471939-G,null,null,18/04/2023 00:00:00,17/04/2023 00:00:00,25/05/2023 00:00:00,null,null,39,null,D,TERM SHEET DD 31 MARCH 2023 (PEND4AMD),null,null,48,31/03/2023 00:00:00,21/04/2023 00:00:00,104,null,null,0,K,null,null,null,null,null,null,null,null,null,null,3,21/04/2023 00:00:00
HINDURV=SALES',L-3-1-0,9,GNFC-S-8-V1,R,LC,GAS,null,1,Fixed,72945000,0,Bank of Baroda,1314STI002613723,Standard Chartered Bank ,529114539715-G,null,null,07/09/2023 00:00:00,08/09/2023 00:00:00,31/10/2023 00:00:00,08/09/2023 00:00:00,null,58,null,A,TERM SHEET 31 AUGUST 2023,null,null,104,08/09/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,08/09/2023 00:00:00
HINDURV=SALES',L-3-1-0,9,GNFC-S-8-V1,R,LC,GAS,null,1,Fixed,72945000,0,Bank of Baroda,1314STI002613723,Standard Chartered Bank ,529114539715-G,null,null,07/09/2023 00:00:00,08/09/2023 00:00:00,31/10/2023 00:00:00,08/09/2023 00:00:00,null,58,null,O,TERM SHEET 31 AUGUST 2023 AMD01,Y,Y,104,08/09/2023 00:00:00,08/09/2023 00:00:00,104,08/09/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,2,08/09/2023 00:00:00
HINDURV=SALES',L-3-1-0,9,GNFC-S-8-V1,R,LC,GAS,null,1,Fixed,72945000,0,Bank of Baroda,1314STI002613723,Standard Chartered Bank ,529114539715-G,null,null,07/09/2023 00:00:00,08/09/2023 00:00:00,31/10/2023 00:00:00,08/09/2023 00:00:00,null,58,null,E,TERM SHEET 31 AUGUST 2023 AMD01,N,Y,104,08/09/2023 00:00:00,01/11/2023 00:00:00,104,08/09/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,3,01/11/2023 00:00:00
GOAGLSF=SALES',S-1-0-2-0,2,GOAGLSF-S-2,R,BG,null,null,1,null,8172000,null,null,null,null,null,null,null,30/01/2023 00:00:00,null,null,null,null,null,null,P,customer will amend the existing BG,null,null,44,25/01/2023 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,25/01/2023 00:00:00
GOAGLSF=SALES',S-1-0-2-0,2,GOAGLSF-S-2,R,BG,GAS,null,1,Fixed,3008000,0,Bank of Baroda,0605IGPER001023,null,null,null,null,08/02/2023 00:00:00,01/02/2023 00:00:00,31/05/2023 00:00:00,null,null,120,null,O,SN02 FGSA 17 NOVEMBER 2022 - ISSUANCE CONFIRMED,Y,Y,44,25/01/2023 00:00:00,08/02/2023 00:00:00,104,08/02/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,2,08/02/2023 00:00:00
GOAGLSF=SALES',S-1-0-2-0,2,GOAGLSF-S-2,R,BG,GAS,null,1,Fixed,3008000,0,Bank of Baroda,0605IGPER001023,null,null,null,null,08/02/2023 00:00:00,01/02/2023 00:00:00,31/05/2023 00:00:00,null,null,120,null,E,SN02 FGSA 17 NOVEMBER 2022 - ISSUANCE CONFIRMED,N,Y,44,25/01/2023 00:00:00,01/06/2023 00:00:00,104,08/02/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,3,01/06/2023 00:00:00
GOAGLSF=SALES',S-1-0-1-0,1,GOAGLSF-S-1,R,BG,null,null,1,null,5216208,null,null,null,null,null,null,null,15/12/2022 00:00:00,null,null,null,null,null,null,P,Customer will provide advance payment incase of delay in BG,null,null,44,06/12/2022 00:00:00,null,null,null,null,0,K,null,null,null,null,null,null,null,null,null,null,1,06/12/2022 00:00:00
GOAGLSF=SALES',S-1-0-1-0,1,GOAGLSF-S-1,R,BG,GAS,null,1,Fixed,5164000,0,Bank of Baroda,0605IGPER000622,null,null,null,null,05/01/2023 00:00:00,13/12/2022 00:00:00,30/03/2023 00:00:00,null,03/02/2023 00:00:00,108,null,R,SN01 FGSA 17 NOVEMBER 2022 - ISSUANCE CONFIRMED,X,Y,44,06/12/2022 00:00:00,05/01/2023 00:00:00,104,05/01/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,4,03/02/2023 00:00:00
GOAGLSF=SALES',S-1-0-1-0,1,GOAGLSF-S-1,R,BG,GAS,null,1,Fixed,5164000,0,Bank of Baroda,0605IGPER000622,null,null,null,null,05/01/2023 00:00:00,13/12/2022 00:00:00,30/03/2023 00:00:00,null,null,108,null,O,SN01 FGSA 17 NOVEMBER 2022 - ISSUANCE CONFIRMED,Y,Y,44,06/12/2022 00:00:00,05/01/2023 00:00:00,104,05/01/2023 00:00:00,104,0,K,null,null,null,null,null,null,null,null,null,null,2,05/01/2023 00:00:00
