

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(11-APR-2025 16:12:37)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,825004, 4,D, 	(11-APR-2025 16:12:38)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(11-APR-2025 16:12:42)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:43)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825135, 3,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825060, 0,I, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,43, 0, 0,825082, 0,I, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825026, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825026, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825135, 3,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825060, 0,I, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,43, 0, 0,825082, 0,I, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,51, 0, 0,825103, 1,I, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,51, 0, 0,825103, 1,I, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,51, 0, 0,825103, 1,I, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:44)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825026, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,154, 0, 0,825135, 3,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,154, 0, 0,825135, 3,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825060, 0,I, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825060, 0,I, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,43, 0, 0,825082, 0,I, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,43, 0, 0,825082, 0,I, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,154, 0, 0,825136, 0,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825027, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:45)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:46)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825028, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825029, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:12:47)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(11-APR-2025 16:12:47)	 (Not Inserted)
