

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(09-APR-2025 19:16:45)
165 , EICLLTD,27/04/2023 00:00:00, 	(09-APR-2025 19:16:45)
 , CAIRENH ,17/05/2023 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00, 	(09-APR-2025 19:16:45)
168 , GSIGLIM,18/05/2023 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
120 , KSHITIJ,26/05/2023 00:00:00, 	(09-APR-2025 19:16:45)
122 , GAILGAS,01/06/2023 00:00:00, 	(09-APR-2025 19:16:45)
182 , SUDSOME,12/06/2023 00:00:00, 	(09-APR-2025 19:16:45)
174 , KUTCHCL,20/06/2023 00:00:00, 	(09-APR-2025 19:16:45)
251 , PIINDUS ,30/06/2023 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
278 , SEMTEXP,01/04/2023 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
108 , GRINDUS,05/07/2023 00:00:00, 	(09-APR-2025 19:16:45)
161 , ATCATMO,16/08/2023 00:00:00, 	(09-APR-2025 19:16:45)
 , POSCO MAHA,29/08/2023 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
181 , SANENER,21/09/2023 00:00:00, 	(09-APR-2025 19:16:45)
183 , SUMGLAS,27/09/2023 00:00:00, 	(09-APR-2025 19:16:45)
184 , SVTPLIN,28/09/2023 00:00:00, 	(09-APR-2025 19:16:45)
112 , SPSSETL1,02/10/2023 00:00:00, 	(09-APR-2025 19:16:45)
170 , INPOWGL,04/10/2023 00:00:00, 	(09-APR-2025 19:16:45)
179 , PRPWCRP,05/10/2023 00:00:00, 	(09-APR-2025 19:16:45)
113 , SIETCO,11/10/2023 00:00:00, 	(09-APR-2025 19:16:45)
171 , INVPTRO,24/10/2023 00:00:00, 	(09-APR-2025 19:16:45)
172 , JINDAST,15/12/2023 00:00:00, 	(09-APR-2025 19:16:45)
123 , AVGL,20/12/2023 00:00:00, 	(09-APR-2025 19:16:45)
 , MIZGURB,04/01/2024 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
121 , NGPL,19/01/2024 00:00:00, 	(09-APR-2025 19:16:45)
115 , SILS,21/02/2024 00:00:00, 	(09-APR-2025 19:16:45)
114 , STASCO,14/02/2024 00:00:00, 	(09-APR-2025 19:16:45)
119 , ROCKIND,23/02/2024 00:00:00, 	(09-APR-2025 19:16:45)
177 , NIRMARM,11/03/2024 00:00:00, 	(09-APR-2025 19:16:45)
175 , MEDCIGA,03/04/2024 00:00:00, 	(09-APR-2025 19:16:45)
118 , LANCOKO,05/04/2024 00:00:00, 	(09-APR-2025 19:16:45)
130 , CRMNDEL,01/07/2024 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
132 , VERBINL,23/07/2024 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
215 , EASTPDC,06/08/2024 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
205 , CELLOCP,07/10/2024 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
271 , TRIVRPL,07/10/2024 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
281 , SEIPLDY,01/10/2024 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
237 , LLOYMEN,13/01/2025 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
134 , GSINLIM,13/01/2025 00:00:00, 	(09-APR-2025 19:16:45)
 , JMB,01/04/2005 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
 , BOXCO,11/08/2014 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
232 , JBB,01/04/2007 00:00:00, 	(09-APR-2025 19:16:45)
126 , SGSINDIA,01/04/2007 00:00:00, 	(09-APR-2025 19:16:45)
232 , JBB,25/01/2008 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
264 , SSAPL,01/04/2013 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)

TOTAL DATA IN EXCEL :,358,, 	(09-APR-2025 19:16:45)
 

TOTAL DATA INSERTED : ,194,, 	(09-APR-2025 19:16:45)
 

TOTAL SKIPPED DATA ,164,, 	(09-APR-2025 19:16:45)
 
<<END>>,<<FMS_COUNTERPARTY_MST>>,, 	(09-APR-2025 19:16:45)
 

<<START>>,<<FMS_COUNTERPARTY_ADDR_MST>>,,, 	(09-APR-2025 19:16:45)
 
CD,ABBR,ADDRESS_TYPE,EFF_DT,TIMESTAMP
1 , RIL , R , 14/09/2008 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
2 , MGL , R , 16/07/2009 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
3 , GSPCL , R , 21/04/2006 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
4 , Gail , R , 08/03/2007 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
 , BPL , R , 09/04/2010 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
 , EPL , R , 09/04/2010 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
217 , ESL , R , 26/08/2006 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
5 , NTPC , R , 18/11/2006 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
6 , KRIBHCO , R , 05/12/2007 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
7 , DFPCL , R , 03/12/2007 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
8 , AIGL , R , 22/07/2009 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
218 , ESEZ , R , 04/04/2008 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
 , KSFL , R , 20/12/2007 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
242 , MAHAGENCO , R , 16/04/2008 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
249 , NPL , R , 28/02/2008 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
9 , SIGIL , R , 01/04/2009 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
9 , SIGIL , R , 01/04/2009 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
225 , VIL , R , 12/12/2007 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
10 , GGCL , R , 11/05/2012 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
11 , TPL , R , 20/12/2018 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
280 , WMSL , R , 31/05/2011 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
12 , MNGL , R , 20/06/2013 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
13 , IGL , R , 04/02/2011 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
14 , BPCL , R , 16/12/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
269 , TEL , R , 06/08/2014 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
15 , HPCL , R , 15/06/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
16 , JSW , R , 25/11/2014 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
16 , JSW , R , 25/11/2014 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
17 , BGL , R , 28/07/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
17 , BGL , R , 28/07/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
18 , GSFC , R , 14/03/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
228 , H-Energy , R , 14/11/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
160 , SIMPL , R , 14/11/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
160 , SIMPL , R , 14/11/2016 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
19 , ATGL , R , 04/04/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
19 , ATGL , R , 04/04/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
20 , AMNS , R , 18/01/2012 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
154 , SEMTPL , R , 28/07/2017 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
21 , SGIPL , R , 28/11/2017 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
22 , VGL , R , 03/07/2019 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
23 , PGPGPL , R , 28/04/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
23 , PGPGPL , R , 28/04/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
 , PGPL , R , 28/04/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
24 , HCG , R , 02/12/2019 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
25 , GGL , R , 09/12/2019 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
26 , CFC , R , 01/01/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
27 , IFFCO , R , 01/01/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
28 , HGL-RLNG , R , 01/02/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
29 , PipeInfra , R , 01/01/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
29 , PipeInfra , R , 01/01/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
30 , NFL , R , 01/05/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
31 , HSIL , R , 01/05/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
 , VVF , R , 01/05/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
32 , KFL , R , 23/07/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
197 , BIL , R , 25/06/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
254 , RIPL , R , 19/11/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
207 , CP , R , 15/10/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
150 , HALHFGL , R , 26/10/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
187 , VIDUWIL , R , 01/01/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
33 , AGP CGD , R , 25/01/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
34 , MINDA , R , 29/01/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
238 , LEIPL , R , 04/11/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
35 , SCHOTT , R , 24/02/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
36 , HIL , R , 01/01/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
37 , HCGD-B , R , 01/04/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
198 , BIPL , R , 21/07/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
220 , EXXARO , R , 23/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
220 , EXXARO , R , 23/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
257 , STVPL , R , 18/02/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
257 , STVPL , R , 18/02/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
233 , JGPL , R , 18/02/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
233 , JGPL , R , 18/02/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
279 , WALLCERA , R , 17/02/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
193 , ASTIS , R , 17/02/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
193 , ASTIS , R , 17/02/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
109 , PROTON , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
109 , PROTON , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
109 , PROTON , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
192 , ANTIQUE , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
192 , ANTIQUE , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
192 , ANTIQUE , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
149 , ACEGRAL , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)
149 , ACEGRAL , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
149 , ACEGRAL , R , 16/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
38 , KAJARIA , R , 30/11/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
222 , GASGROWS , R , 07/05/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
222 , GASGROWS , R , 07/05/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
39 , SISECAM , R , 09/06/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
40 , ATPL , R , 17/12/2020 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
41 , OPAL , R , 28/07/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
234 , JKPAPER , R , 02/08/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
263 , STL , R , 25/08/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
273 , UEPL , R , 03/09/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
273 , UEPL , R , 03/09/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
206 , CELLO , R , 01/12/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
204 , CALDERYS , R , 20/12/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
204 , CALDERYS , R , 20/12/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
42 , RCF , R , 30/12/2021 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
201 , BWRL , R , 25/01/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
235 , KRYO , R , 31/01/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
235 , KRYO , R , 31/01/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
276 , VIRGO , R , 12/02/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
196 , BLPL , R , 02/03/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
223 , GIPSKARTON , R , 24/03/2022 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
270 , TGPL , R , 27/04/2005 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
116 , SELNG , R , 03/10/2008 00:00:00, 	(09-APR-2025 19:16:45)	 (Not Inserted)
256 , SITME , R , 21/06/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , RIL-D6 , R , 01/01/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , BP  , R , 01/01/2021 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , AMNS-T , R , 01/01/2019 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , RIL-CBM , R , 25/03/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
226 , HPPL , R , 20/12/2020 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
45 , GSPL , R , 21/04/2006 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , PARK-MSK , R , 19/04/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , PARK-BHD , R , 19/04/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , PARKPHUCBM , R , 19/04/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
46 , TGLPL , R , 29/04/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
47 , TGBPL , R , 29/04/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
48 , BGEPL , R , 29/04/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
231 , IMCL , R , 12/05/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , PMSKP , R , 13/05/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
49 , VVF India , R , 16/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
50 , GNFC , R , 24/05/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
140 , MEGHHQX , R , 02/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
51 , ONGC , R , 07/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
52 , GLIL , R , 07/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
272 , UGEL , R , 09/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
255 , SGI-AP , R , 27/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , IGX , R , 29/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , IGX , R , 29/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , IGX , R , 29/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
53 , RGPL , R , 29/06/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
224 , GTIPL , R , 01/07/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , GSPL-C , R , 12/07/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
117 , PEPL , R , 13/07/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
54 , GFCL , R , 14/07/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , DERL , R , 16/08/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
55 , CPL , R , 16/08/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
56 , IRM , R , 24/08/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
56 , IRM , R , 24/08/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
57 , PPL , R , 26/08/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
58 , YARALTD , R , 06/09/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
59 , INPEROX , R , 13/09/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
60 , RAFECHL , R , 28/09/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
124 , MGRPL , R , 01/10/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
124 , MGRPL , R , 01/10/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
208 , CNTENKA , R , 17/10/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
61 , EFSPL , R , 25/10/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
62 , WELSMEL , R , 16/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
158 , HINDURV , R , 17/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , DONOTUSE , R , 17/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , DONOTUSE , R , 17/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
227 , HCGPUTE , R , 18/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
63 , GOAGLSF , R , 25/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
64 , IGSPL , R , 25/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
64 , IGSPL , R , 25/11/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , ELAWPRC , R , 02/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
65 , PEFORCV , R , 08/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
 , AARVKRO , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
189 , ACOVIED , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
191 , ANTIQAC , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
191 , ANTIQAC , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
141 , ASIANPL , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
194 , AVLCRMC , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
195 , AXWELLG , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
199 , BEGLASS , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
200 , BHRTFRG , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
66 , BHEL , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
203 , BICELLO , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
143 , CAPAROE , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
209 , CLVTPVL , R , 12/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
210 , COMFIND , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
67 , DCMSHRI , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
138 , DEENOVK , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
212 , DHARLTD , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
213 , DURAVIT , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
214 , DURZGRA , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
216 , ERACLTD , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
219 , EURILTD , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
221 , FIORGPL , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
68 , GAMALTD , R , 13/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
69 , GFLLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
70 , GMRLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
71 , GOCOPRL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
111 , GLDIDLI , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
72 , GJALCHEM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
73 , GUJASZR , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
74 , GUJAGAS , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
75 , JOHNTBK , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
76 , HARYCIT , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
77 , HCGKCEP , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
78 , HEGLPWN , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
79 , HEROMO , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
80 , HICOTED , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
81 , HOECLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
82 , HINZINC , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
144 , HINAGIL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
83 , HINSPEC , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
229 , HOLLFIE , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
84 , HNDMTRS , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
147 , HPOIGAS , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
230 , ICONGLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
148 , INDOLPL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
85 , GASJIND , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
236 , LEXGRAN , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
239 , LOCEPRI , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
240 , LORVTPL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
241 , LUMGLAP , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
86 , MANIKAR , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
87 , MARUTIS , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
243 , MAXGLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
244 , LLPMILL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
245 , LTDMILG , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
246 , MILVITL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
88 , MINDLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
89 , MMPINDL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
247 , MOINLIM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:16:46)	 (Not Inserted)
