

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(10-MAR-2025 11:28:18)
2, 109 , PROTON , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 109 , PROTON , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 109 , PROTON , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 192 , ANTIQUE , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 192 , ANTIQUE , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 192 , ANTIQUE , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,  , ACER , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,  , ACER , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,  , ACER , C , 1 , 16/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 38 , KAJARIA , C , 1 , 30/11/2020 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 38 , KAJARIA , C , 2 , 01/02/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 222 , GASGROWS , C , 1 , 07/05/2020 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 222 , GASGROWS , C , 1 , 07/05/2020 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 39 , SISECAM , C , 1 , 09/06/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 40 , ATPL , C , 1 , 17/12/2020 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 40 , ATPL , C , 2 , 05/04/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 41 , OPAL , C , 1 , 28/07/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 234 , JKPAPER , C , 1 , 02/08/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 263 , STL , C , 1 , 25/08/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 273 , UEPL , C , 1 , 03/09/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 273 , UEPL , C , 1 , 03/09/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 206 , CELLO , C , 1 , 01/12/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 204 , CALDERYS , C , 1 , 20/12/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 204 , CALDERYS , C , 1 , 20/12/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 42 , RCF , C , 1 , 30/12/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 42 , RCF , C , 2 , 06/09/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 201 , BWRL , C , 1 , 25/01/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 235 , KRYO , C , 1 , 31/01/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 235 , KRYO , C , 1 , 31/01/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 276 , VIRGO , C , 1 , 12/02/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 196 , BLPL , C , 1 , 02/03/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 223 , GIPSKARTON , C , 1 , 24/03/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 1 , RIL , T , 1 , 01/01/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 1 , RIL , T , 2 , 01/07/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 1 , RIL , T , 3 , 01/10/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 43 , BP , T , 1 , 01/01/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 1 , RIL , T , 4 , 25/03/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 1 , RIL , T , 5 , 25/03/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 45 , GSPL , R , 1 , 01/12/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 45 , GSPL , R , 2 , 01/12/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 45 , GSPL , R , 3 , 01/06/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 45 , GSPL , R , 4 , 01/11/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 4 , Gail , R , 10 , 01/03/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 53 , RGPL , R , 1 , 31/03/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 46 , TGLPL , C , 1 , 29/04/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 46 , TGLPL , C , 2 , 01/07/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 47 , TGBPL , C , 1 , 29/04/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 47 , TGBPL , C , 2 , 29/04/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 48 , BGEPL , C , 1 , 29/04/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 231 , IMCL , C , 1 , 12/05/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 49 , VVF India , C , 1 , 14/05/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 50 , GNFC , C , 1 , 24/05/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 50 , GNFC , C , 2 , 01/01/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 140 , MEGHHQX , C , 1 , 03/06/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 51 , ONGC , T , 1 , 20/07/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 52 , GLIL , C , 1 , 08/06/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 52 , GLIL , C , 2 , 08/06/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 52 , GLIL , C , 3 , 08/06/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 52 , GLIL , C , 4 , 28/03/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 272 , UGEL , C , 1 , 25/06/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 255 , SGI-AP , C , 1 , 27/06/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 53 , RGPL , R , 2 , 01/12/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 224 , GTIPL , C , 1 , 01/07/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 117 , PEPL , C , 1 , 13/07/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 117 , PEPL , C , 2 , 28/02/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 54 , GFCL , C , 1 , 14/07/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 54 , GFCL , C , 2 , 28/04/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,  , DERL , T , 1 , 16/08/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 55 , CPL , C , 1 , 16/08/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 56 , IRM , C , 1 , 24/08/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 56 , IRM , C , 1 , 24/08/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 57 , PPL , C , 1 , 26/08/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 58 , YARALTD , C , 1 , 06/09/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 59 , INPEROX , C , 1 , 13/09/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 60 , RAFECHL , C , 1 , 01/09/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 60 , RAFECHL , C , 1 , 01/01/2025 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 124 , MGRPL , C , 1 , 01/12/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 124 , MGRPL , T , 1 , 01/10/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 124 , MGRPL , T , 2 , 01/03/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 208 , CNTENKA , C , 1 , 17/10/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 61 , EFSPL , C , 1 , 01/05/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 61 , EFSPL , T , 1 , 25/10/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 61 , EFSPL , T , 2 , 25/11/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 158 , HINDURV , C , 1 , 28/02/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 158 , HINDURV , C , 2 , 01/03/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 227 , HCGPUTE , C , 1 , 21/11/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 63 , GOAGLSF , C , 1 , 25/11/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , C , 1 , 25/11/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , C , 1 , 01/05/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , C , 2 , 01/05/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , C , 1 , 25/11/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , C , 1 , 01/05/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , C , 2 , 01/05/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , T , 1 , 01/09/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 64 , IGSPL , T , 2 , 01/10/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 65 , PEFORCV , C , 1 , 01/12/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 65 , PEFORCV , C , 1 , 08/12/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 66 , BHEL , C , 1 , 01/05/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 66 , BHEL , C , 2 , 01/05/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 210 , COMFIND , C , 1 , 01/08/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 67 , DCMSHRI , C , 1 , 29/03/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 81 , HOECLTD , C , 1 , 01/03/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 81 , HOECLTD , T , 1 , 01/03/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 144 , HINAGIL , C , 1 , 15/04/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 147 , HPOIGAS , C , 1 , 20/12/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 86 , MANIKAR , C , 1 , 20/07/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 166 , ESSAREX , T , 1 , 01/09/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 92 , NEL , C , 1 , 01/03/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 104 , TASTELI , C , 1 , 01/02/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 104 , TASTELI , C , 1 , 26/02/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 1 , 04/01/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 1 , 06/01/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 2 , 01/07/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 2 , 08/07/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 3 , 20/12/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 4 , 29/02/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 5 , 26/07/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 105 , HMEL , C , 6 , 26/07/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 211 , DIL , T , 1 , 01/01/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 162 , BOROREN , C , 1 , 01/12/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 151 , KINGASP , C , 1 , 01/07/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 151 , KINGASP , C , 2 , 01/07/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 106 , RATNAGI , C , 1 , 14/06/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 107 , IDOINVA , C , 1 , 27/01/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 190 , AGPCGIN , C , 1 , 09/02/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 176 , NESTLIN , C , 1 , 10/02/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 188 , VISHPRI , C , 1 , 14/03/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,  , SOMANY , C , 1 , 16/03/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 202 , BHOGATD , C , 1 , 10/07/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 202 , BHOGATD , C , 2 , 18/07/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 186 , VEDALTD , C , 1 , 13/04/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 186 , VEDALTD , T , 1 , 13/04/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 277 , VIGASLD , C , 1 , 24/04/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 167 , GOLDPFG , C , 1 , 21/04/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 159 , CAIRENH , T , 1 , 17/05/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 168 , GSIGLIM , R , 1 , 01/06/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 168 , GSIGLIM , R , 2 , 01/06/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 122 , GAILGAS , C , 1 , 01/06/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 122 , GAILGAS , C , 2 , 28/02/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 174 , KUTCHCL , C , 1 , 08/03/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 278 , SEMTEXP , C , 1 , 01/01/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 278 , SEMTEXP , C , 2 , 01/09/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 278 , SEMTEXP , C , 3 , 01/09/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 181 , SANENER , C , 1 , 01/01/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 181 , SANENER , T , 1 , 21/11/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 184 , SVTPLIN , C , 1 , 01/10/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 123 , AVGL , C , 1 , 20/12/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 121 , NGPL , C , 1 , 19/01/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 119 , ROCKIND , C , 1 , 23/02/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 118 , LANCOKO , C , 1 , 05/04/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 130 , CRMNDEL , C , 1 , 27/06/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 281 , SEIPLDY , C , 1 , 01/10/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 281 , SEIPLDY , C , 2 , 01/01/2025 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 281 , SEIPLDY , C , 3 , 01/01/2025 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 281 , SEIPLDY , C , 4 , 01/01/2025 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 281 , SEIPLDY , C , 5 , 01/01/2025 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 134 , GSINLIM , R , 1 , 13/01/2025 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 11/10/2022 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 1 , 01/01/2003 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 2 , 26/04/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 3 , 01/04/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 3 , 22/06/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 2 , 26/04/2021 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 3 , 01/04/2023 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, 2 , SEIPL , B , 3 , 22/06/2024 00:00:00, 	(10-MAR-2025 11:28:19)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,433,,,,, 	(10-MAR-2025 11:28:19)
 

TOTAL DATA INSERTED : ,0,,,,, 	(10-MAR-2025 11:28:19)
 

TOTAL SKIPPED DATA ,433,,,,, 	(10-MAR-2025 11:28:19)
 
<<END>>,<<FMS_COUNTERPARTY_PLANT_DTL>>,,,,, 	(10-MAR-2025 11:28:19)
 

<<START>>,<<FMS_METER_MST>>,,,,, 	(10-MAR-2025 11:28:19)
 
COMPANY_CD,CD,ABBR,PLANT_SEQ,METER_TYPE,METER_SEQ,TIMESTAMP
2 ,29 , PipeInfra , 1 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,29 , PipeInfra , 1 , R , 2, 	(10-MAR-2025 11:28:19)
2,29 , PipeInfra , 1 , R , 3, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 1 , R , 4, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2 ,45 , GSPL , 1 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,45 , GSPL , 2 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,45 , GSPL , 3 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,45 , GSPL , 4 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,45 , GSPL , 4 , R , 2, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 1 , R , 1, 	(10-MAR-2025 11:28:19)
2,4 , Gail , 1 , R , 2, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 1 , R , 3, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 6 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 6 , R , 2, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 6 , R , 3, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 6 , R , 4, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 10 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 2 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 2 , R , 2, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 2 , R , 3, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 5 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 5 , R , 2, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 5 , R , 3, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 3 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 3 , R , 2, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 3 , R , 3, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 9 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 9 , R , 2, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, , PARK-ANK , 1 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, , PARK-ANK , 2 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2 ,53 , RGPL , 1 , R , 1, 	(10-MAR-2025 11:28:19)
2,53 , RGPL , 1 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, , PARK-MSK , 1 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, , PARK-BHD , 1 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2, , PARKPHUCBM , 1 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 1 , R , 5, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 1 , R , 4, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 1 , R , 5, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 1 , R , 6, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2 ,4 , Gail , 2 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 2 , R , 2, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 3 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 3 , R , 2, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 4 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 4 , R , 2, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 5 , R , 1, 	(10-MAR-2025 11:28:19)
2,4 , Gail , 6 , R , 5, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2 ,4 , Gail , 7 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 7 , R , 2, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 8 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,4 , Gail , 8 , R , 2, 	(10-MAR-2025 11:28:19)
2,4 , Gail , 9 , R , 3, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,4 , Gail , 9 , R , 4, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,53 , RGPL , 1 , R , 1, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2 ,53 , RGPL , 1 , R , 2, 	(10-MAR-2025 11:28:19)
2,29 , PipeInfra , 1 , R , 6, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 1 , R , 7, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 1 , R , 8, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 2 , R , 4, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 3 , R , 4, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 3 , R , 5, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2 ,29 , PipeInfra , 4 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,29 , PipeInfra , 4 , R , 2, 	(10-MAR-2025 11:28:19)
2,29 , PipeInfra , 5 , R , 4, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2,29 , PipeInfra , 5 , R , 5, 	(10-MAR-2025 11:28:19)	 (Not Inserted)
2 ,29 , PipeInfra , 6 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,29 , PipeInfra , 6 , R , 2, 	(10-MAR-2025 11:28:19)
2 ,29 , PipeInfra , 7 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,29 , PipeInfra , 8 , R , 1, 	(10-MAR-2025 11:28:19)
2 ,29 , PipeInfra , 8 , R , 2, 	(10-MAR-2025 11:28:19)
2 ,168 , GSIGLIM , 1 , R , 1, 	(10-MAR-2025 11:28:19)
