

<<START>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(10-SEP-2025 17:22:44)
IGL,2,0,3, 	(10-SEP-2025 17:22:52)
IGL,2,0,2, 	(10-SEP-2025 17:22:52)
IGL,2,0,1, 	(10-SEP-2025 17:22:52)
IGL,2,0,3, 	(10-SEP-2025 17:22:52)
IGL,1,0,1, 	(10-SEP-2025 17:22:52)
IGL,2,0,3, 	(10-SEP-2025 17:22:52)
IGL,2,0,1, 	(10-SEP-2025 17:22:52)
IGL,2,0,2, 	(10-SEP-2025 17:22:52)
IGL,2,0,2, 	(10-SEP-2025 17:22:52)
IGL,2,0,1, 	(10-SEP-2025 17:22:52)
IGL,2,0,2, 	(10-SEP-2025 17:22:52)
IGL,2,0,3, 	(10-SEP-2025 17:22:52)
IGL,2,0,1, 	(10-SEP-2025 17:22:52)
IGL,2,0,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,4, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,5, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,4, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,5, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,3, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,4, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,4, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,2, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
IGL,,0,23,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,,2,0,3, 	(10-SEP-2025 17:22:52)
BPCL,,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,,2,0,1, 	(10-SEP-2025 17:22:52)
BPCL,,1,0,1, 	(10-SEP-2025 17:22:52)
BPCL,,2,0,1, 	(10-SEP-2025 17:22:52)
BPCL,,2,0,3, 	(10-SEP-2025 17:22:52)
BPCL,,1,0,2, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,3, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,2, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,2, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,3, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,2, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,4, 	(10-SEP-2025 17:22:52)
BPCL,,0,24,2, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
TEL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,2,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,1,1,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,5, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,1,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,2,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,4, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,1, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,1,1,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,2,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,2,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,5, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,2,0,4, 	(10-SEP-2025 17:22:52)
HPCL,2,0,3, 	(10-SEP-2025 17:22:52)
HPCL,1,1,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,1, 	(10-SEP-2025 17:22:52)
HPCL,1,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,2, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,2,0,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,2, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,3, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,3, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,3, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,2, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,3, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,3, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,3, 	(10-SEP-2025 17:22:52)
HPCL,,0,26,1, 	(10-SEP-2025 17:22:52)
JSW,1,0,1, 	(10-SEP-2025 17:22:52)
JSW,1,0,1, 	(10-SEP-2025 17:22:52)
BGL,1,0,1, 	(10-SEP-2025 17:22:52)
BGL,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
GSFC,1,0,1, 	(10-SEP-2025 17:22:52)
