
<<START>>,<<FMS_OTH_ENTITY_MST>>, 	(15-DEC-2025 14:30:42)
365,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
365,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
366,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
366,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
366,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
367,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
367,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
367,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
368,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
368,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
368,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
369,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
369,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
369,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
370,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
370,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
370,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
371,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
371,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
371,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
372,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
372,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
372,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
373,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
373,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
373,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
374,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
374,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
374,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
375,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
375,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
375,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
376,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
376,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
376,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
377,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
377,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
377,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
378,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
378,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
378,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
379,V,B,01/09/2024, 	(15-DEC-2025 14:30:45)
379,V,C,01/09/2024, 	(15-DEC-2025 14:30:45)
379,V,R,01/09/2024, 	(15-DEC-2025 14:30:45)
380,V,B,01/10/2024, 	(15-DEC-2025 14:30:45)
380,V,C,01/10/2024, 	(15-DEC-2025 14:30:45)
380,V,R,01/10/2024, 	(15-DEC-2025 14:30:45)
381,V,B,01/10/2024, 	(15-DEC-2025 14:30:45)
381,V,C,01/10/2024, 	(15-DEC-2025 14:30:45)
381,V,R,01/10/2024, 	(15-DEC-2025 14:30:45)
382,V,B,01/11/2024, 	(15-DEC-2025 14:30:45)
382,V,C,01/11/2024, 	(15-DEC-2025 14:30:45)
382,V,R,01/11/2024, 	(15-DEC-2025 14:30:45)
383,V,B,01/12/2024, 	(15-DEC-2025 14:30:45)
383,V,C,01/12/2024, 	(15-DEC-2025 14:30:45)
383,V,R,01/12/2024, 	(15-DEC-2025 14:30:45)
384,V,B,01/12/2024, 	(15-DEC-2025 14:30:45)
384,V,C,01/12/2024, 	(15-DEC-2025 14:30:45)
384,V,R,01/12/2024, 	(15-DEC-2025 14:30:45)
385,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
385,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
385,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
386,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
386,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
386,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
387,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
387,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
387,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
388,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
388,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
388,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
389,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
389,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
389,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
390,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
390,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
390,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
391,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
391,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
391,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
392,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
392,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
392,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
393,V,B,01/01/2025, 	(15-DEC-2025 14:30:45)
393,V,C,01/01/2025, 	(15-DEC-2025 14:30:45)
393,V,R,01/01/2025, 	(15-DEC-2025 14:30:45)
394,V,B,01/02/2025, 	(15-DEC-2025 14:30:45)
394,V,C,01/02/2025, 	(15-DEC-2025 14:30:45)
394,V,R,01/02/2025, 	(15-DEC-2025 14:30:45)
395,V,B,03/03/2025, 	(15-DEC-2025 14:30:45)
395,V,C,03/03/2025, 	(15-DEC-2025 14:30:45)
395,V,R,03/03/2025, 	(15-DEC-2025 14:30:45)
396,V,B,01/02/2025, 	(15-DEC-2025 14:30:45)
396,V,C,01/02/2025, 	(15-DEC-2025 14:30:45)
396,V,R,01/02/2025, 	(15-DEC-2025 14:30:45)
397,V,R,01/05/2025, 	(15-DEC-2025 14:30:45)
398,V,B,01/04/2025, 	(15-DEC-2025 14:30:45)
398,V,C,01/04/2025, 	(15-DEC-2025 14:30:45)
398,V,R,01/04/2025, 	(15-DEC-2025 14:30:45)
399,V,B,01/06/2025, 	(15-DEC-2025 14:30:45)
399,V,C,01/06/2025, 	(15-DEC-2025 14:30:45)
399,V,R,01/06/2025, 	(15-DEC-2025 14:30:45)
400,V,B,01/06/2025, 	(15-DEC-2025 14:30:45)
400,V,C,01/06/2025, 	(15-DEC-2025 14:30:45)
400,V,R,01/06/2025, 	(15-DEC-2025 14:30:45)
401,V,B,01/08/2025, 	(15-DEC-2025 14:30:45)
401,V,C,01/08/2025, 	(15-DEC-2025 14:30:45)
401,V,R,01/08/2025, 	(15-DEC-2025 14:30:45)
402,V,B,01/09/2025, 	(15-DEC-2025 14:30:45)
402,V,C,01/09/2025, 	(15-DEC-2025 14:30:45)
402,V,R,01/09/2025, 	(15-DEC-2025 14:30:45)
403,V,B,01/01/2020, 	(15-DEC-2025 14:30:45)
403,V,C,01/01/2020, 	(15-DEC-2025 14:30:45)
403,V,R,01/01/2020, 	(15-DEC-2025 14:30:45)

TOTAL DATA EXTRACTED :,1031,  	(15-DEC-2025 14:30:45)
 
<<END>>,<<FMS_OTH_ENTITY_ADDR_MST>>, 	(15-DEC-2025 14:30:45)
 
